City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
492,mukdahan,16.5833,104.5,53.83,59.0,10.0,13.04,TH,1675010656.0
493,ketchikan,55.3422,-131.6461,30.18,86.0,0.0,0.0,US,1675010704.0
494,hay river,60.8156,-115.7999,-4.02,71.0,75.0,9.22,CA,1675010704.0
496,lisa,43.8,25.1333,35.71,91.0,100.0,5.21,RO,1675010705.0
497,sisimiut,66.9395,-53.6735,16.12,73.0,100.0,16.67,GL,1675010705.0
498,reconquista,-29.15,-59.65,100.18,24.0,19.0,8.41,AR,1675010705.0
499,finschhafen,-6.6024,147.8681,80.02,80.0,76.0,3.04,PG,1675010705.0
500,tutoia,-2.7619,-42.2744,85.46,61.0,43.0,14.29,BR,1675010710.0
501,dharchula,29.85,80.5333,53.35,38.0,59.0,6.93,IN,1675010711.0
502,pipar,26.3856,73.5378,60.24,85.0,63.0,13.44,IN,1675010711.0
503,lakhdenpokhya,61.5198,30.1992,30.07,93.0,99.0,10.36,RU,1675010711.0
505,puerto escondido,15.85,-97.0667,84.42,47.0,0.0,6.71,MX,1675010711.0
506,alingsas,57.9303,12.5335,40.71,89.0,100.0,16.22,SE,1675010711.0
507,greifswald,54.1,13.3833,39.07,100.0,100.0,19.39,DE,1675010712.0
508,kisangani,0.5167,25.2,69.66,90.0,79.0,4.25,CD,1675010712.0
509,rawson,-43.3002,-65.1023,86.47,30.0,0.0,7.45,AR,1675010712.0
510,chapais,49.7834,-74.8492,-11.42,84.0,98.0,3.67,CA,1675010712.0
511,aksarka,66.5606,67.7975,-7.04,98.0,100.0,6.42,RU,1675010712.0
512,souillac,-20.5167,57.5167,79.18,89.0,75.0,3.44,MU,1675010712.0
514,seymchan,62.8833,152.4333,-13.09,99.0,100.0,4.85,RU,1675010713.0
515,ejido,8.5514,-71.2375,81.09,39.0,22.0,6.96,VE,1675010713.0
516,viseu,40.661,-7.9097,49.73,56.0,2.0,10.49,PT,1675010713.0
517,pontypool,51.7011,-3.0444,45.84,87.0,85.0,8.75,GB,1675010713.0
518,grand-santi,4.25,-54.3833,81.0,76.0,82.0,1.72,GF,1675010713.0
519,half moon bay,37.4636,-122.4286,50.34,78.0,100.0,20.71,US,1675010713.0
520,varkkallai,8.7341,76.7067,82.18,76.0,46.0,3.04,IN,1675010714.0
521,medina,24.4686,39.6142,77.43,23.0,0.0,4.61,SA,1675010714.0
522,hendrina,-26.1588,29.7153,59.36,95.0,65.0,13.82,ZA,1675010714.0
523,smithers,54.7804,-127.1743,-1.88,84.0,20.0,3.44,CA,1675010714.0
524,mufulira,-12.5498,28.2407,65.08,95.0,100.0,5.14,ZM,1675010714.0
525,muros,42.7762,-9.0603,54.68,59.0,7.0,10.83,ES,1675010714.0
526,ordubad,38.9059,46.0234,37.69,90.0,70.0,4.5,AZ,1675010714.0
527,pak phanang,8.3511,100.202,76.78,80.0,100.0,8.5,TH,1675010416.0
528,emba,48.8264,58.1442,5.5,99.0,59.0,4.07,KZ,1675010715.0
531,wad madani,14.4012,33.5199,85.39,18.0,73.0,10.02,SD,1675010716.0
532,camacha,33.0833,-16.3333,56.62,63.0,20.0,8.05,PT,1675010716.0
533,xiangfan,32.0422,112.1448,42.76,41.0,0.0,5.35,CN,1675010717.0
534,yumen,40.2833,97.2,21.79,26.0,86.0,4.56,CN,1675010717.0
535,kinablangan,7.6947,126.5503,76.19,94.0,100.0,5.7,PH,1675010717.0
536,yendi,9.4427,-0.0099,95.86,8.0,95.0,5.01,GH,1675010717.0
537,dubuque,42.4833,-90.8668,12.67,69.0,100.0,18.41,US,1675010717.0
538,buraydah,26.326,43.975,66.65,40.0,39.0,6.51,SA,1675010717.0
540,pitimbu,-7.4706,-34.8086,88.39,67.0,38.0,12.44,BR,1675010717.0
541,toora-khem,52.4675,96.11,-0.56,98.0,100.0,0.81,RU,1675010717.0
542,pangai,-19.8,-174.35,82.4,73.0,88.0,7.36,TO,1675010718.0
543,peleduy,59.6289,112.7406,0.32,98.0,100.0,2.13,RU,1675010718.0
544,urucara,-2.5364,-57.76,80.67,86.0,66.0,2.35,BR,1675010718.0
545,mobile,30.7835,-88.2,71.42,79.0,100.0,4.61,US,1675010718.0
546,kamaishi,39.2667,141.8833,26.85,73.0,46.0,6.17,JP,1675010642.0
547,cubara,7.0008,-72.1085,89.51,30.0,35.0,5.35,CO,1675010718.0
548,mamallapuram,12.6264,80.1722,80.65,84.0,98.0,9.6,IN,1675010718.0
549,vallenar,-28.5708,-70.7581,86.25,33.0,1.0,10.98,CL,1675010718.0
550,maniitsoq,65.4167,-52.9,21.04,90.0,100.0,18.86,GL,1675010723.0
551,magdagachi,53.45,125.8,-28.73,100.0,90.0,2.01,RU,1675010724.0
552,caririacu,-7.0422,-39.2836,84.29,42.0,40.0,9.22,BR,1675010724.0
553,mayor pablo lagerenza,-19.9309,-60.7718,95.4,41.0,96.0,1.16,PY,1675010724.0
555,mount isa,-20.7333,139.5,80.37,69.0,69.0,5.75,AU,1675010724.0
556,shimanovsk,52.0,127.7,-25.37,100.0,93.0,0.83,RU,1675010724.0
557,birao,10.2849,22.7882,86.61,12.0,73.0,5.91,CF,1675010725.0
558,great falls,47.5002,-111.3008,-4.34,73.0,100.0,9.22,US,1675010725.0
559,rehoboth,-23.3167,17.0833,89.94,19.0,11.0,9.37,NA,1675010725.0
560,nenjiang,49.1833,125.2167,-24.18,100.0,97.0,1.36,CN,1675010725.0
561,kars,40.602,43.095,21.65,93.0,100.0,0.0,TR,1675010576.0
562,nakhon phanom,17.3333,104.4167,51.67,58.0,11.0,7.25,TH,1675010596.0
563,ajtos,42.7,27.25,35.02,82.0,100.0,2.84,BG,1675010725.0
564,ryotsu,38.0833,138.4333,32.95,80.0,100.0,10.11,JP,1675010726.0
565,cheney,47.4874,-117.5758,12.79,59.0,20.0,10.36,US,1675010726.0
566,pacific grove,36.6177,-121.9166,48.78,90.0,100.0,8.99,US,1675010726.0
567,banda aceh,5.5577,95.3222,77.05,88.0,95.0,9.46,ID,1675010726.0
568,high level,58.5169,-117.136,-12.89,84.0,100.0,2.3,CA,1675010726.0
569,hervey bay,-25.2986,152.8535,75.52,76.0,100.0,4.14,AU,1675010726.0
570,oshkosh,44.0247,-88.5426,15.89,70.0,20.0,10.36,US,1675010726.0
571,surt,31.2089,16.5887,56.84,37.0,0.0,8.46,LY,1675010726.0
572,novikovo,51.1537,37.8879,25.65,95.0,88.0,1.79,RU,1675010726.0
573,bojnurd,37.4747,57.329,39.15,48.0,0.0,0.0,IR,1675010727.0
574,khandbari,27.3747,87.2039,56.71,57.0,9.0,3.33,NP,1675010727.0
575,porto,41.1496,-8.611,54.45,52.0,0.0,7.0,PT,1675010727.0
576,floresta,-8.6011,-38.5686,96.89,19.0,9.0,14.99,BR,1675010727.0
577,isangel,-19.55,169.2667,78.94,85.0,29.0,3.49,VU,1675010727.0
578,canavieiras,-15.675,-38.9472,85.96,57.0,38.0,7.78,BR,1675010727.0
579,cap malheureux,-19.9842,57.6142,82.47,80.0,99.0,3.38,MU,1675010728.0
580,komsomolskiy,40.4272,71.7189,30.92,74.0,100.0,2.3,UZ,1675010728.0
581,vao,-22.6667,167.4833,76.19,76.0,94.0,9.15,NC,1675010728.0
582,vila velha,-20.3297,-40.2925,87.75,73.0,40.0,17.27,BR,1675010728.0
583,vilhena,-12.7406,-60.1458,79.02,73.0,75.0,5.75,BR,1675010728.0
584,lodja,-3.4833,23.4333,70.65,98.0,96.0,2.06,CD,1675010728.0
585,santa maria,-29.6842,-53.8069,85.3,58.0,40.0,6.91,BR,1675010728.0
586,pandan,14.0453,124.1694,76.48,89.0,100.0,19.93,PH,1675010728.0
587,whitehorse,60.7161,-135.0538,14.77,73.0,40.0,5.75,CA,1675010728.0
588,revelstoke,50.9832,-118.2023,10.42,67.0,75.0,10.36,CA,1675010728.0
589,dekar,-21.5333,21.9333,83.14,39.0,81.0,3.38,BW,1675010729.0
590,riyadh,24.6877,46.7219,66.34,40.0,3.0,5.88,SA,1675010729.0
591,hofn,64.2539,-15.2082,37.42,60.0,75.0,25.32,IS,1675010729.0
592,kushmurun,52.4503,64.6311,-1.35,99.0,59.0,7.45,KZ,1675010729.0
593,port hawkesbury,45.6169,-61.3485,37.18,56.0,0.0,13.8,CA,1675010729.0
594,sioux lookout,50.1001,-91.917,-18.33,76.0,20.0,5.75,CA,1675010729.0
595,quelimane,-17.8786,36.8883,85.95,84.0,20.0,10.36,MZ,1675010729.0
596,abha,18.2164,42.5053,58.82,77.0,20.0,9.22,SA,1675010729.0
597,cockburn town,21.4612,-71.1419,80.56,54.0,40.0,16.11,TC,1675010730.0
598,hami,42.8,93.45,20.25,32.0,97.0,2.98,CN,1675010548.0
599,lamesa,32.7376,-101.951,41.56,51.0,98.0,14.16,US,1675010730.0
600,palmer,42.1584,-72.3287,51.24,63.0,100.0,10.69,US,1675010735.0
601,buchanan,5.8808,-10.0467,82.87,67.0,76.0,9.48,LR,1675010735.0
602,tilichiki,60.4667,166.1,31.98,88.0,100.0,37.04,RU,1675010735.0
603,harper,4.375,-7.7169,82.13,72.0,100.0,6.98,LR,1675010735.0
604,catuday,16.2923,119.8062,73.72,70.0,6.0,9.71,PH,1675010735.0
605,bandarbeyla,9.4942,50.8122,75.63,69.0,10.0,21.45,SO,1675010735.0
606,lokoja,7.8024,6.743,92.17,37.0,80.0,4.56,NG,1675010735.0
607,svencionys,55.15,26.1667,30.27,96.0,100.0,11.41,LT,1675010736.0
608,mayo,38.8876,-76.5119,52.45,56.0,75.0,10.36,US,1675010736.0
609,sao gabriel da cachoeira,-0.1303,-67.0892,75.0,100.0,100.0,3.44,BR,1675010736.0
610,gubkinskiy,64.434,76.5026,-18.38,99.0,10.0,8.77,RU,1675010736.0
611,otane,-39.8833,176.6333,66.0,95.0,98.0,3.24,NZ,1675010736.0
612,manga,11.6636,-1.0731,90.14,8.0,87.0,4.65,BF,1675010736.0
613,oranjestad,12.524,-70.027,80.55,69.0,75.0,18.41,AW,1675010647.0
614,lahij,13.1667,44.5833,71.2,80.0,96.0,9.8,YE,1675010736.0
616,udachnyy,66.4167,112.4,-29.56,66.0,94.0,3.49,RU,1675010737.0
